,Bootstrap_nr,Path,Salary,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
0,0,Mediation,-0.004053505503677386,0.0014105951471316965,-0.1333063706693115,0.013587988070763621,-0.012995847184392575,0.24911739117254947,-0.2199935094933089,28.0,43.0,6.7864113368898416e-06,1.0,133.79899600097056,1.3083733790766736,0.9999999492790563,0.9999999221071222,0.9999999492790562,1.4735734035820345,0.0,33.99999953197163,57.24402864174169,2.340141840306842e-07
1,0,Direct Path,0.02529987813480888,-0.013391278294277305,0.27403686921859033,-0.016535469581823635,0.0163105752308164,0.3654683592715224,0.39856035736985224,28.0,43.0,6.7864113368898416e-06,1.0,133.79899600097056,1.3083733790766736,0.9999999492790563,0.9999999221071222,0.9999999492790562,1.4735734035820345,0.0,33.99999953197163,57.24402864174169,2.340141840306842e-07
2,1,Mediation,-0.0031537786173256224,0.0016608478331208907,0.005921111536785984,0.0016549402346762812,-0.005330986354319669,0.006265563592601641,-0.0425701047310752,28.0,43.0,101.4627422242332,2.929796405481966e-10,106.71182171514752,-0.15304727202247603,0.049189296992099174,-0.4601735796192763,0.049189296992099146,-0.7707511677488027,0.3061086038105235,27.00256950177702,50.246598611547086,3.4987152491114895
3,1,Direct Path,0.018418793177637754,-0.01292397505611905,0.18991331977297854,-0.011154400790694087,0.008332467825921898,0.6322260321218782,0.10796763335645106,28.0,43.0,101.4627422242332,2.929796405481966e-10,106.71182171514752,-0.15304727202247603,0.049189296992099174,-0.4601735796192763,0.049189296992099146,-0.7707511677488027,0.3061086038105235,27.00256950177702,50.246598611547086,3.4987152491114895
4,2,Mediation,-0.00103473566755496,-0.0008769273786115183,0.00037295265783082797,0.008220380664778254,-0.011856698131555113,-0.08970933871268869,-0.07672089536444131,28.0,43.0,127.55166030146317,1.1657341758564144e-14,146.25926618661458,0.03590579346603984,0.1279071499051696,-0.33928544835991814,0.12790714990516958,-0.4805732457485819,0.35634135116175425,25.203333772312885,48.44736288208294,4.398333113843558
5,2,Direct Path,0.01265492978774322,-0.012939859826055587,0.29919216795739373,-0.0011198158732298237,0.020753711893300514,0.6683643281222599,0.069417733835761,28.0,43.0,127.55166030146317,1.1657341758564144e-14,146.25926618661458,0.03590579346603984,0.1279071499051696,-0.33928544835991814,0.12790714990516958,-0.4805732457485819,0.35634135116175425,25.203333772312885,48.44736288208294,4.398333113843558
6,3,Mediation,0.003473350821657888,0.002059490810521081,-0.029532000397225353,0.0069936507718592125,-0.005877639707690283,0.14361796442707897,-0.02857578193102949,28.0,43.0,32.25663647678434,0.264193240279027,164.15643796958403,0.9648666092523044,0.8035006310092995,0.6982331119071384,0.8035006310092995,0.9460451499231817,0.07368434882120159,31.775404380911425,55.019433490681486,1.1122978095442875
7,3,Direct Path,0.03255821868573428,-0.011103287739066837,0.22559283239541897,0.006855234270419518,0.002948898613151284,0.7613969730655,0.2425585376897869,28.0,43.0,32.25663647678434,0.264193240279027,164.15643796958403,0.9648666092523044,0.8035006310092995,0.6982331119071384,0.8035006310092995,0.9460451499231817,0.07368434882120159,31.775404380911425,55.019433490681486,1.1122978095442875
8,4,Mediation,-0.020825525837089687,0.009939022550760943,-0.1189894311591522,0.008846528839464473,-0.0029152252427370163,0.17514269449542785,-0.20360994036615745,28.0,43.0,31.541574736000083,0.29356445904028106,179.11830631308612,0.9739816426465512,0.8239064706157524,0.7295706513027627,0.8239064706157524,0.9600432369214894,0.06721097168086342,31.824718983724132,55.06874809349419,1.087640508137934
9,4,Direct Path,0.028383031560822097,-0.027044233597655894,0.31740067532519955,-0.01138653486089395,0.006341164100081491,0.7068414494866093,0.12471679699524288,28.0,43.0,31.541574736000083,0.29356445904028106,179.11830631308612,0.9739816426465512,0.8239064706157524,0.7295706513027627,0.8239064706157524,0.9600432369214894,0.06721097168086342,31.824718983724132,55.06874809349419,1.087640508137934
10,5,Mediation,0.01594501152519912,-0.0032566343525374576,-0.12032326816191867,0.005922659597175029,-0.022119564977261044,-0.07017410828010262,-0.05229919500054175,28.0,43.0,57.78841204819308,0.0007743776867352725,157.6010780604912,0.7400686577095765,0.6333247668140161,0.4368916061786675,0.633324766814016,0.6008197243397068,0.19492414814706394,30.01459227253841,53.25862138230847,1.9927038637307959
11,5,Direct Path,0.008473676672435856,-0.01643960864088092,0.32864379215066936,-0.022492559806510475,0.020075382253429804,1.0668866837788835,-0.3923304013800509,28.0,43.0,57.78841204819308,0.0007743776867352725,157.6010780604912,0.7400686577095765,0.6333247668140161,0.4368916061786675,0.633324766814016,0.6008197243397068,0.19492414814706394,30.01459227253841,53.25862138230847,1.9927038637307959
12,6,Mediation,0.003249778757257458,0.0005471763769686567,-0.07461249928066178,0.013020841605084746,-0.014429242202365102,0.10630641510325498,-0.007328533213438754,28.0,43.0,57.688340485246755,0.0007969166361561086,128.82039191660638,0.6540642634900155,0.552180057621684,0.31227651706187176,0.552180057621684,0.4687415475025238,0.19459645739627965,30.021493759638155,53.265522869408215,1.9892531201809227
13,6,Direct Path,-0.0019553310006585212,-0.011394642912572299,0.17901303567045812,-0.019810651095483082,0.02538709689374261,0.85479882103127,-0.017722902173236136,28.0,43.0,57.688340485246755,0.0007969166361561086,128.82039191660638,0.6540642634900155,0.552180057621684,0.31227651706187176,0.552180057621684,0.4687415475025238,0.19459645739627965,30.021493759638155,53.265522869408215,1.9892531201809227
14,7,Mediation,0.005151498239915875,-0.0053456557496028324,-0.046084131689840796,0.012443307472334585,-0.005032811652109399,0.3428080578581757,-0.31820121349567526,28.0,43.0,59.494870659904066,0.0004723286368351065,112.15707347682734,0.5445893084174948,0.46953973730246945,0.1853645965716495,0.46953973730246945,0.3006192950697242,0.20042961084365468,29.896905471730754,53.140934581500815,2.051547264134623
15,7,Direct Path,0.007797768812057521,-0.00935284339923885,0.3324862782450075,-0.010532233202486646,0.004251469128686191,0.5061924802087971,0.06628344320068376,28.0,43.0,59.494870659904066,0.0004723286368351065,112.15707347682734,0.5445893084174948,0.46953973730246945,0.1853645965716495,0.46953973730246945,0.3006192950697242,0.20042961084365468,29.896905471730754,53.140934581500815,2.051547264134623
16,8,Mediation,-0.0019787706104458205,0.0015958695367095654,-0.05831696945897405,0.005609916531729016,-0.005305627721397625,0.04218243710763908,-0.07420371972850745,28.0,43.0,27.982285102652412,0.4653866545579659,131.37223050753474,1.0002004577370724,0.7869999999653845,0.6728928570896976,0.7869999999653845,1.0003078458105044,0.0,32.07018723429984,55.31421634406989,0.9649063828500832
17,8,Direct Path,0.003443002929618902,-0.011022395391459692,0.07610876355143666,0.011605088349775854,-0.001937756083909589,1.1391536265110702,0.40082609538011643,28.0,43.0,27.982285102652412,0.4653866545579659,131.37223050753474,1.0002004577370724,0.7869999999653845,0.6728928570896976,0.7869999999653845,1.0003078458105044,0.0,32.07018723429984,55.31421634406989,0.9649063828500832
18,9,Mediation,0.009562368693624099,0.006818719567671971,0.007132972186140218,0.0030120832993966494,0.0004860576374383377,0.022384278457882763,-0.15795543103711643,28.0,43.0,61.3351432736185,0.00027424337196280124,253.05287452499834,0.8413011802433045,0.7576192588653665,0.6277724332575272,0.7576192588653666,0.7562839553736461,0.20620212268554267,29.769990119060793,53.014019228830854,2.1150049404696034
19,9,Direct Path,0.004635246189252486,-0.010839994023325762,-0.027042215764026482,-0.0027416982142812905,0.022859780650882133,0.5796372205217074,0.46050564410555966,28.0,43.0,61.3351432736185,0.00027424337196280124,253.05287452499834,0.8413011802433045,0.7576192588653665,0.6277724332575272,0.7576192588653666,0.7562839553736461,0.20620212268554267,29.769990119060793,53.014019228830854,2.1150049404696034
20,10,Mediation,0.0037335706982991545,-0.0029148631037951003,-0.01047907239111637,0.007462230042143783,-0.002756538230443768,0.054764336326232795,-0.09420112681943682,28.0,43.0,67.7069043088929,3.867009549707312e-05,124.69227579834343,0.5139454260411473,0.45700803136843215,0.16611947674437788,0.45700803136843215,0.2535590471346193,0.22504790960701201,29.330558323524627,52.57458743329469,2.3347208382376863
21,10,Direct Path,0.004984826815117868,-0.010059558562742769,0.18561694562352268,-0.004352779733123062,0.011811429579759683,0.5076406226762901,0.1534612750411336,28.0,43.0,67.7069043088929,3.867009549707312e-05,124.69227579834343,0.5139454260411473,0.45700803136843215,0.16611947674437788,0.45700803136843215,0.2535590471346193,0.22504790960701201,29.330558323524627,52.57458743329469,2.3347208382376863
22,11,Mediation,-0.0035147952847727738,0.011711112426197632,-0.12703897241266826,0.011135536660819624,-0.006902537477677949,0.0963851394150656,-0.10817545118409233,28.0,43.0,25.13062241209823,0.6207166830606436,166.31757060634996,1.0232681974984839,0.8488997745669408,0.7679532252278019,0.8488997745669408,1.035733303301243,0.0,32.266853626751846,55.51088273652191,0.8665731866240769
23,11,Direct Path,0.025146812234306516,-0.024546154050607817,0.16163429406307625,-0.047122219822172795,0.024090184933540953,0.2783699820362604,0.2007936494153392,28.0,43.0,25.13062241209823,0.6207166830606436,166.31757060634996,1.0232681974984839,0.8488997745669408,0.7679532252278019,0.8488997745669408,1.035733303301243,0.0,32.266853626751846,55.51088273652191,0.8665731866240769
24,12,Mediation,-0.0014076185619473992,0.0032562593030364545,-0.22261313364247537,0.002633806001202528,-0.009131675353725456,-0.18689566726191387,0.2069246480609438,28.0,43.0,87.82862801581427,4.314169732566597e-08,223.74703407512433,0.66899247712719,0.6074646156591049,0.39717780261933966,0.6074646156591049,0.49166701844532756,0.2762463131525475,27.94285324028867,51.18688235005873,3.028573379855665
25,12,Direct Path,-0.0030699371259292887,-0.014913814259603,-0.28509432348675423,-0.0265812380430772,0.021740787990685028,0.2606126071879114,0.5385281052783033,28.0,43.0,87.82862801581427,4.314169732566597e-08,223.74703407512433,0.66899247712719,0.6074646156591049,0.39717780261933966,0.6074646156591049,0.49166701844532756,0.2762463131525475,27.94285324028867,51.18688235005873,3.028573379855665
26,13,Mediation,0.00785103072092908,0.011653929172129063,-0.2522867775360112,0.03359013004179318,-0.019966535514683432,0.10816982775121764,0.2294541072134843,28.0,43.0,95.75107175292186,2.4457439407044035e-09,165.71190501330204,0.4478850952107898,0.42218350730301657,0.11263895764391829,0.4221835073030165,0.15210925335942724,0.2939679971669003,27.39647781014332,50.64050691991338,3.30176109492834
27,13,Direct Path,0.0015088866774013254,-0.01907824975485999,0.2974015612128945,-0.03056401225178712,0.03000910976899176,0.9349632570593253,-0.07166580313357937,28.0,43.0,95.75107175292186,2.4457439407044035e-09,165.71190501330204,0.4478850952107898,0.42218350730301657,0.11263895764391829,0.4221835073030165,0.15210925335942724,0.2939679971669003,27.39647781014332,50.64050691991338,3.30176109492834
28,14,Mediation,-0.008991108280548733,0.0021177952880921673,-0.08261957510829884,0.005075766281527128,0.0007064482819880348,0.02629405350801678,-0.02349594442067241,28.0,43.0,52.86683532467297,0.003043151159281554,117.33726733132734,0.6654862867928757,0.5494454871239507,0.30807699808321,0.5494454871239506,0.48628251186048765,0.1780952054375355,30.354011356919106,53.59804046668917,1.8229943215404472
29,14,Direct Path,0.0010495470294034086,-0.01175415860232036,0.07686032156649637,-0.015151956444967083,0.027151673250962224,0.3294814118633886,0.30231107880137387,28.0,43.0,52.86683532467297,0.003043151159281554,117.33726733132734,0.6654862867928757,0.5494454871239507,0.30807699808321,0.5494454871239506,0.48628251186048765,0.1780952054375355,30.354011356919106,53.59804046668917,1.8229943215404472
30,15,Mediation,-0.0008562848038837522,-0.002410637614832079,-0.0792187332565122,0.004005280605790971,-0.005851760686462752,0.08038461808191678,-0.1980913231373111,28.0,43.0,44.967759157852306,0.022228772824921306,135.32722894550798,0.8162215052737393,0.6677109292176565,0.4896989270128296,0.6677109292176565,0.7177687402418139,0.14711407120408362,30.898775230492944,54.142804340263005,1.5506123847535278
31,15,Direct Path,0.006973077848059415,-0.007005879957003785,0.2296220649682221,-0.019892491205345027,0.012739863674024847,0.5192043911272693,0.2709044003038106,28.0,43.0,44.967759157852306,0.022228772824921306,135.32722894550798,0.8162215052737393,0.6677109292176565,0.4896989270128296,0.6677109292176565,0.7177687402418139,0.14711407120408362,30.898775230492944,54.142804340263005,1.5506123847535278
32,16,Mediation,0.0070808127054439495,0.0071822382827154765,0.12673188977705058,0.0025891968096594807,0.0011896348129158932,-0.08856159816082146,-0.2612891811524446,28.0,43.0,51.9177151021085,0.003920583391550214,133.22520446020815,0.7349109348634739,0.6103011039655387,0.40153383823279154,0.6103011039655387,0.5928989356831921,0.17466336098637505,30.419467923992517,53.66349703376258,1.7902660380037414
33,16,Direct Path,0.022871265825606484,-0.028498542371685538,0.23555357079426525,0.001079130895325318,0.009631395571991955,0.6049145504183477,0.24371601675338858,28.0,43.0,51.9177151021085,0.003920583391550214,133.22520446020815,0.7349109348634739,0.6103011039655387,0.40153383823279154,0.6103011039655387,0.5928989356831921,0.17466336098637505,30.419467923992517,53.66349703376258,1.7902660380037414
34,17,Mediation,0.005429483099192206,-0.0021476509689092866,-0.02623479807281533,0.0004614815926059747,-0.007894419674482416,0.016809965453349632,-0.05957302295594983,28.0,43.0,44.99734475085826,0.022075975147979543,127.90445818676184,0.7998062161415636,0.6481956501848072,0.4597290342123824,0.6481956501848072,0.6925595462174011,0.14724227202815462,30.896734844768396,54.14076395453846,1.551632577615802
35,17,Direct Path,0.04077125140974317,-0.013190491780810353,0.15683013321782774,-0.022371949482131132,0.002849846012681732,0.6470578881366048,-0.16447030431878024,28.0,43.0,44.99734475085826,0.022075975147979543,127.90445818676184,0.7998062161415636,0.6481956501848072,0.4597290342123824,0.6481956501848072,0.6925595462174011,0.14724227202815462,30.896734844768396,54.14076395453846,1.551632577615802
36,18,Mediation,-1.249040093491741e-05,-0.0007563173630569037,0.02604823263867038,0.007993428629885023,-0.011590604536654654,-0.04756189968011492,-0.09595903800304435,28.0,43.0,65.22490683261856,8.405853676918262e-05,169.44220596997422,0.7055974581663165,0.6150610383095658,0.40884373740397606,0.6150610383095658,0.5478818107554146,0.2179007767562866,29.501730563267685,52.745759673037746,2.2491347183661574
37,18,Direct Path,0.004019865518686799,-0.011103629706682328,0.29182420521339625,0.0015734144923839081,0.027995975486291597,0.3119663256485639,0.2575901969740557,28.0,43.0,65.22490683261856,8.405853676918262e-05,169.44220596997422,0.7055974581663165,0.6150610383095658,0.40884373740397606,0.6150610383095658,0.5478818107554146,0.2179007767562866,29.501730563267685,52.745759673037746,2.2491347183661574
38,19,Mediation,0.0035069910073205935,-0.0015516062453453296,-0.0534424024558909,0.004639766361686782,-0.014785028939283754,-0.1083725826444424,-0.04825590522313429,28.0,43.0,45.355949520756404,0.020298090971538674,150.6418673059012,0.8387620917850345,0.6989153790250471,0.5376200463598937,0.6989153790250471,0.7523846409555885,0.14878740106356625,30.872003481327145,54.11603259109721,1.5639982593364277
39,19,Direct Path,0.00978975207238898,-0.01347979905734072,0.45232945074342445,-0.018795416876595916,0.015957352654243393,0.30997794839658627,0.032699652193966394,28.0,43.0,45.355949520756404,0.020298090971538674,150.6418673059012,0.8387620917850345,0.6989153790250471,0.5376200463598937,0.6989153790250471,0.7523846409555885,0.14878740106356625,30.872003481327145,54.11603259109721,1.5639982593364277
40,20,Mediation,0.0050102959173280994,0.0012089258501816835,-0.01797078851040488,0.01127626356964107,-0.007357383880692303,-0.03381029696443825,0.0023579787749199925,28.0,43.0,63.488571451940444,0.00014327309293793444,131.36019323795307,0.5983647143417841,0.5166833278257001,0.25776368201803945,0.5166833278257001,0.38320295416773975,0.21275816086634644,29.62147783090066,52.86550694067072,2.1892610845496705
41,20,Direct Path,0.023367242575286225,-0.01253563343960189,0.4068797426660334,-0.0019376153589021432,0.004730145591099989,0.8396334983605078,0.13476576873735474,28.0,43.0,63.488571451940444,0.00014327309293793444,131.36019323795307,0.5983647143417841,0.5166833278257001,0.25776368201803945,0.5166833278257001,0.38320295416773975,0.21275816086634644,29.62147783090066,52.86550694067072,2.1892610845496705
42,21,Mediation,0.0013968856129543165,0.00035911586590475964,-0.017006003378328232,0.0023096965145985473,-0.004882704240377464,-0.03306052803378822,-0.11136443402120781,28.0,43.0,33.82020043213647,0.20685578120266812,84.13491672838681,0.858509487923188,0.5980242003291167,0.38268002193400064,0.5980242003291167,0.7827109993106102,0.08616104131793205,31.66757238399059,54.91160149376065,1.1662138080047058
43,21,Direct Path,0.024177961066006514,-0.019307914389001684,0.0900751383499087,0.0033130241987462407,-0.0007079626106949673,0.7614654442420742,0.1067930844481063,28.0,43.0,33.82020043213647,0.20685578120266812,84.13491672838681,0.858509487923188,0.5980242003291167,0.38268002193400064,0.5980242003291167,0.7827109993106102,0.08616104131793205,31.66757238399059,54.91160149376065,1.1662138080047058
