chain,draw,Indirect effect (Acad Resources),Indirect effect (Autonomy),Indirect effect (Effort),Indirect effect (Policy),Indirect effect (Research),Indirect effect (Salary),Indirect effect (Teaching),Moderation effect (Acad Resources) - Group 1,Moderation effect (Acad Resources) - Group 2,Moderation effect (Acad Resources) - Group 3,Moderation effect (Autonomy) - Group 1,Moderation effect (Autonomy) - Group 2,Moderation effect (Autonomy) - Group 3,Moderation effect (Effort) - Group 1,Moderation effect (Effort) - Group 2,Moderation effect (Effort) - Group 3,Moderation effect (Policy) - Group 1,Moderation effect (Policy) - Group 2,Moderation effect (Policy) - Group 3,Moderation effect (Research) - Group 1,Moderation effect (Research) - Group 2,Moderation effect (Research) - Group 3,Moderation effect (Salary) - Group 1,Moderation effect (Salary) - Group 2,Moderation effect (Salary) - Group 3,Moderation effect (Teaching) - Group 1,Moderation effect (Teaching) - Group 2,Moderation effect (Teaching) - Group 3,a1,a2,a3,a4,a5,a6,a7,dp1,dp2,dp3,dp4,dp5,dp6,dp7,dp_mod11,dp_mod12,dp_mod13,dp_mod21,dp_mod22,dp_mod23,dp_mod31,dp_mod32,dp_mod33,dp_mod41,dp_mod42,dp_mod43,dp_mod51,dp_mod52,dp_mod53,dp_mod61,dp_mod62,dp_mod63,dp_mod71,dp_mod72,dp_mod73,im1,iy,med1,mod11,mod12,mod13,mod21,mod22,mod23,mod31,mod32,mod33,mod41,mod42,mod43,mod51,mod52,mod53,mod61,mod62,mod63,mod71,mod72,mod73,pos1,pos2,pos3,σm1,σy
0,0,-0.009984037633687284,0.04353455960492916,-0.0003586333255706164,-0.011440435293013924,-0.000565599937764581,0.0006485913443637334,0.0004865712070704833,0.030795427934738443,0.030901665113652468,0.005454949975144637,-0.01130741312899783,0.04808830862609074,-0.021122555963336877,-0.0010434499952345214,-0.001101403973945335,-0.00032663121456228555,0.006060731738811181,0.014475459610597537,0.01491619061677831,0.0005056491131372413,0.0012944999340659632,0.004533612017289309,0.0011513489266640783,-0.003378453392395645,-0.005262271816568707,-0.000872846972129585,-0.00015083638811205235,0.0027590218144490693,-0.0042090759281055955,0.0023273744103948367,-0.0031576356557745195,0.0036704977697757223,0.07424345270304714,0.06479206488714173,-0.2825203704399476,0.033232531829456256,0.005046075880910438,0.004677298406612716,0.003317839179775194,-0.09064036068459738,0.18277177469695685,0.4622280734460602,0.012559531245446998,-0.006882323396642356,0.01191327127268424,-0.005683210874808928,-0.007994250179824858,-0.007882398589868753,-0.0046568375936250905,0.00032994130328190143,0.005367634368312601,-0.004833343517682844,-0.0016626733731072755,-0.0009655632844524916,0.18263190302177273,0.15998806813357286,0.43547468435439934,0.39674796928237677,0.4617892148471674,0.30748970065084663,-0.2547424400607042,-0.25125876613135006,-0.5026128712799065,4.19469295120292,0.5261030509717477,-0.15409352443201205,-0.0074717541240486565,0.021924694141746755,0.03414985695190901,0.00677153695511004,0.007147633088444854,0.0021196946190065193,0.0056643974842349445,0.0009788626009304057,-0.01790485242399906,-0.0032814429743304356,-0.008400741944461868,-0.029421171551498874,-0.03933151481316952,-0.09393944141360909,-0.09679959408910474,-0.19984894270054654,-0.2005383758179057,-0.035400254457489726,0.07338019667391539,-0.3120722223944452,0.13707620771991888,-0.6050694323762972,0.5714969701472299,0.23312304284016203,0.7127550289502325,0.494266608117722
0,1,0.008940542406677372,0.01989822862908147,-0.0008282931556918442,-0.013513549496055485,0.0007037415674196989,0.007780672771177878,0.0010507126807800004,-0.009914677554895,0.019968202688035282,0.008323024318386715,0.021264832202008137,0.03920919554290949,0.03772655052301628,0.0002585950819871766,-2.512851095683299e-05,-0.0010427877097619607,0.0022581232648344785,0.018517983879310026,0.020985832357194478,-0.0004698857405367457,-0.0010274473452416702,0.0028324805100741744,-0.005060615952211171,-0.014217669917810788,-0.010318221236957997,-0.0010258606481738989,-0.0013825372339868857,-0.0010011490135395538,-0.06494414623326893,0.00691364274134915,-0.00877014623240558,-0.005874028713074373,0.11279563611174531,-0.07462540972226206,-0.16608762607998157,0.04054359287153054,0.006236210453955145,0.0011341346885420215,-0.002468835381372308,0.02799069192258621,0.19132866785033284,0.3840879030178542,0.009186477070509689,-0.023842868456437342,-0.01597974798536308,-0.006571889382257218,-0.0066652884284772165,-0.007690994884742878,-0.0024452436116794885,-0.0003537266125771447,0.012004323056607827,-0.0005180097205431675,0.0074913235922190805,-0.005170082341098367,0.021133499941964645,-0.011029433895508972,0.06850871765299182,0.36828704250505734,0.46361405275256967,0.40812812737827864,-0.14373250927719738,-0.1721327576827319,-0.15305788151481522,4.580195102762616,0.47560328299379817,-0.1198056056234992,0.042240226789676684,0.11867282706696715,0.08612469494444203,-0.0021584556135030683,0.0002097440334787154,0.008703997649651074,0.008562709923588768,0.011539837612704398,0.008356445496263023,0.003922068070949931,0.008575953853699664,-0.023642303674633727,-0.018848227118277345,-0.15456692350026255,-0.17516569652963068,0.08275637440582573,-0.1666716893931266,-0.06947107587388382,-0.1774944677366345,-0.32727346386552403,-0.3148980410948019,-0.4074723537059868,-0.30413665320067657,0.2620619271119795,0.6917249353538955,0.512770311113483
0,2,0.02012989341135425,0.019564935246460677,-0.0005227552174366686,-0.006235857713009919,-0.0010022513666000724,-0.0001874296654821547,-9.104284803286358e-05,-0.007128251658199486,0.009635310409160327,-0.030512290478878983,0.025806473278654568,0.028412488365434738,0.01674173383228166,-0.00079811905587846,-0.0014197666772691568,-0.001499322357816388,-0.009679889967089506,0.02711586060357199,0.03143096472135018,0.001344379985864812,0.00314311194759185,0.001940754262326175,0.004376924266480532,-0.007282772182334791,0.005147519903876405,-7.711251445214934e-05,-7.513607092025924e-05,0.00302348716384465,0.001151751617890711,0.003212320557125565,0.0005594565153252777,0.006158814988253369,0.03831922332795958,-0.12369780015801311,-0.12022614331659015,0.062153742087310115,0.0046936652180850766,-0.00010219079377653092,-0.006511938431728626,-0.17768894285855363,0.41585558162369973,0.32319182396972146,-0.010065812054054983,-0.04470554283954503,-0.009424513979308845,-0.004631217901052108,-0.006103480722762027,-0.0004894678166404131,-0.0009342689472098512,0.002970018811808866,0.0034010096130005917,0.004965611110099552,0.0031344740986307437,-0.0028490476807865755,0.27581728536250855,0.23896459945620163,0.11254373917364487,0.1295678787822624,0.18171451638762873,0.2728487619784857,-0.17607176301063326,-0.03494258803875709,-0.2891522716235694,3.837898814985215,0.7280452248109653,-0.16273444948608684,-0.0268961137626532,0.044752492206374776,-0.03163140883895329,0.004904425942994301,0.008724438382608972,0.009213306479059765,0.00047385488872005654,0.00046170968198520917,-0.01857926931508836,-0.008261188642665063,-0.019314361264733772,-0.011925896873434299,0.05948273397340555,-0.16662643152205023,-0.19314266168355093,0.04380296661653637,-0.05920879346437405,0.18749742648367557,-0.15858027209451384,-0.17459418368489885,-0.10287762600452348,0.021827828347912043,-0.05484167483602426,0.7037116334171023,0.7041295140982082,0.49539151067328807
0,3,0.0009651492185387431,0.023639546786163722,-0.0014418925986644806,-4.154598371631366e-05,0.00039789937278260145,0.007669151400833675,0.0006392353829807212,-0.006043527510232524,0.004494699288051377,0.03905460109602523,0.01402433264094663,0.035357456665341506,0.01834291300380259,0.0006414538184176836,0.0010387867132732773,7.730820080597506e-05,-0.0072808275881967146,-0.006254362835734177,0.004805877644238086,-0.00047992118291049574,0.00018030839556287755,0.002219009173248001,-0.0029597593782245413,-0.01168631782055877,-0.018008459429887175,-0.0007281596674626423,-0.001389329570410064,-0.0007469250452345534,-0.07062263848434579,0.01327790447814944,-0.005886503864526963,-0.003664121633342499,0.0003825830049664669,-0.008887734872061728,-0.217688643678561,0.03811327381888865,0.01136724080802697,-0.0027359092576223197,-0.007308752097227022,-0.0054853019972838715,0.21184316868618103,0.3291189142676061,0.003124867804484666,-0.040853519195536626,-0.03313981083383443,-0.010605780932668375,-0.009154951152532405,-0.00930741750404357,0.0019561654663275874,0.00675604125010888,0.0022140065674144923,0.007522744866828269,0.008758361592992798,0.00965093447020507,0.08195156590017615,0.1197206729787824,0.09718389524252176,0.37461863271161094,0.40181257395425113,0.44816943498211037,-0.16741282152662684,-0.16033143195788718,-0.14470127751328535,3.9947571443585765,0.37607075654981786,-0.10859338542744504,0.027255429661524437,0.10761537431178807,0.1658338522093433,-0.005906932691091585,-0.009565837819535761,-0.0007119052463616886,0.006705377722560742,0.012793869211659514,0.006878181781464024,0.004419432924219381,-0.0016603994327384496,-0.020434109909305637,0.06704669496708236,0.057594325944584635,-0.044255712494100825,0.05565281427081405,-0.04139017556510787,-0.3596406994983958,-0.129145367240777,-0.3255949386435239,-0.16891372279813596,-0.036586981714921134,0.31510293449934496,0.06525705789176896,0.7125221235840069,0.5044599315913886
0,4,0.008774648269067079,0.0028566680695768,-0.0016527338669035747,-0.018715681859259075,-0.00041414672225549223,-0.002684216399989716,3.0457006788806615e-05,-0.0093821946573858,0.011230762115867824,-0.05006928491016557,0.04258356715828427,0.05039810650288096,0.08653237566723417,0.0004132323981599086,0.0006632386660646275,0.0004939620144214793,0.018252354417875583,0.009021998322315759,0.019064641379897874,0.0010267651345599123,-0.0003147922109882008,0.004291993440518582,0.0036066954627535525,-0.00012345279648672079,0.00021477918720305006,-0.00030848101987342006,-0.0006671472964813986,8.536516545064627e-05,0.017209382873514492,0.010596213443773286,-0.00019526975955135782,0.002655229104901206,0.11999231315929408,-0.05625711907705173,-0.018315026520245924,0.02900436455693922,0.004490838553772346,-0.006114233837601966,-0.004663660231285779,-0.06381982796239605,0.48461627855417294,0.3162615962709702,0.01437594218923214,-0.028754785449769817,-0.011418740861617576,-0.005050280137091145,-0.0008262616650006103,-0.004843968577281891,0.005274981226915498,0.006504120560018722,0.0061424810664083476,0.0031119067859236506,0.0017419747042178007,0.005812265285804561,0.14718260341294417,0.06091035908082365,0.3358146378998878,0.03940445726094348,0.053257048795699966,0.04159049901688498,-0.10513952542856621,-0.01111741617917632,-0.1736305005334143,2.4420062972630707,0.7677919874568407,-0.15597400672169173,-0.023123695662887394,0.0007914959619329434,-0.001377019105409569,-0.0026493670762542465,-0.004252238433856871,-0.0031669508580546243,0.0019777719785313355,0.004277297932544657,-0.0005473037927592989,-0.006582924656106287,0.0020182350739369817,-0.02751736350645202,-0.11702177049566796,-0.05784296058005314,-0.12222960594912063,0.060152296235658556,-0.07200406241988225,0.32101044246113025,-0.27301707543018483,-0.32311862445649386,-0.5547871564371365,1.201029037595784,1.090464892081967,1.7355660333011818,0.720394963675487,0.5006262961476197
0,5,0.01655856646564247,0.028969718486554157,-0.00010156848754853024,-0.006418793860332527,-0.0009838560568722593,0.00429763365703673,-0.00039268108560804694,-0.010690193887753923,0.010348254742933605,0.005612591632532619,-9.293079913258333e-07,0.035661965990519594,0.009507214005495665,-0.0006390798095805977,-0.0007247890331801756,-0.0012654743829472242,-0.00012584364658394887,0.010278569756080085,0.00019649973003342286,0.0014615107919989292,0.0003735358695613406,0.0040073755154820595,-0.0024990823145549213,-0.008838483374744965,-0.012135315165027876,0.0003530915046539367,0.00013615571357900283,0.002277872573141094,-0.03345732839477432,0.0007907165928179251,0.0030570451285658823,0.007659376720969682,0.04997068415356351,-0.12890940461632808,-0.22553094615726643,0.06963111810078317,0.008920160735216695,-0.0019340539464639335,-0.0075531854373786945,-0.08351945912493516,0.31706177526114776,0.3396345506556486,-0.005172647900573171,-0.05511394610321293,-0.02729652417775212,-0.010557393630407287,-0.00870445463586833,-0.008952122798752713,0.002755430041722005,0.0019832480668915465,-0.0024629657876840765,0.0059766671230225225,0.0013472916511370534,0.014681162328255795,0.1735279889482507,0.12405620453774131,0.23360695869417858,0.2587773880974134,0.40100894684566907,0.3522251618995512,-0.10285737739641572,-0.015271630657371306,-0.2256446201261034,4.536352693394263,0.21235656193588812,-0.12845119031404717,0.019455501412209385,0.06880810799133877,0.09447413554797383,0.004975273549572621,0.005642524848607137,0.009851791796193533,-0.002748837934398832,-0.001059980162473536,-0.01773337068790082,-0.011377946661496224,-0.0029079985062660137,-0.03119765185269615,0.0009797001201489594,-0.08001926436765795,-0.0015297618461378637,0.0832237822134441,-0.08056176605007248,-0.04369435284181121,7.234716852788915e-06,-0.27763048285757824,-0.07401421491114026,-0.6469670512358772,-0.21120262738276785,-0.47818138426305756,0.6941290935618917,0.502811143787801
0,6,0.003998699586505723,0.036744064211174494,-0.00014997904611200707,-0.03734075822218799,-0.0021867845893385725,-0.00043855142000515096,-0.0002285365879819756,0.009343331510233224,0.04849682304408931,-0.003986288107181535,0.015043077649915196,0.03355402614448199,0.03049638754435603,-0.000987089780393125,-0.000993864623209989,-0.001112923664936449,0.02771243437042409,0.0128763834291063,0.03838386506256341,0.0026397336782961038,0.0023528008787391036,0.006362552610198506,0.004064581762677731,-0.0029483609845258655,-0.0031810814908835613,0.00021306269964657852,0.0004985984830349942,0.0019275933455264224,0.0026838527380524404,0.0009178437355270121,0.0013986012116740689,0.013382713040943467,0.22851846242886711,-0.02447129422991378,-0.22486680658604882,0.0717633936472723,0.00445291196830568,-0.0031009636599749995,-0.007317827357997055,-0.14887111420625945,0.30714811001007886,0.4930340696703819,-0.0034865871222714627,-0.06154598530571171,-0.019628141279701333,-0.004302553726082291,-0.005419030517909113,-0.005215228952149055,0.003198664386122572,0.00800113871959127,0.011354306778938197,0.0036465523534909066,0.004512963510847922,0.005914075669442994,0.20499863960563472,0.25992226875699453,0.2037696607551571,0.21019985906000818,0.3643158915326858,0.29130545530020824,-0.31086025561729275,-0.3161888769558024,-0.37621340521035757,3.457117806576896,0.6145198259160953,-0.16340368224651156,-0.024874480836642864,0.01804341826323078,0.019467624273512802,0.006040804997919182,0.006082265769939261,0.0068108848566673505,-0.0013039039066766631,-0.003051329542762728,-0.011796511064043502,-0.01615467682248304,-0.014398701708506526,-0.03893763300021556,-0.16959491970699278,-0.07880106036827816,-0.23490208136593477,-0.057179442848404295,-0.29679149439806857,0.024395338295790676,-0.09206082410811979,-0.20534436974230622,-0.18663219289237948,0.8603600167358162,0.9847313816539851,1.2537555650367724,0.7100172309047572,0.49171800373543356
0,7,0.009910669706061092,0.024533085753385024,-1.4689938168620889e-05,-0.02021245515271544,-0.0008650471052349814,0.0008168768382095563,-0.0006721803942016629,0.001564264786635724,-0.021887439423459054,-0.004693198527793116,0.005446207808193279,0.02854064456560946,-0.006932141712496604,-0.0006125726527561749,-0.0011378709165509797,-0.0014505002028752127,0.019031448419034147,0.025667361373549035,0.008937744931120109,0.0010325957971880446,0.0014966054085106875,0.002626491365751133,-0.0007770378465045187,-0.0029800935593893344,-0.0001847573604935828,0.000603887467244347,0.0011079032432480534,0.0008398745457284176,-0.008173082579026894,0.0001469769641113728,0.006725353949139273,0.008655039652403456,0.20223130019221103,-0.0991590385873055,-0.24546042487903943,0.08494455824719906,0.004684243838610349,-0.0006355844365915878,-0.006237290501090153,-0.05889936915937426,0.274797919740662,0.4194439631954228,-0.044697004442580984,-0.05735325680882065,-0.05029393551046954,-0.005052432107274419,-0.005329224702622406,-0.002315367707818353,-9.545671685210566e-05,0.006050435245228327,0.0032839247085618534,0.004657108260031693,0.00513765633575512,0.008379856759036537,0.12286527331481227,0.13449377414008015,0.31390455754360297,0.29988718382756113,0.30837428335548045,0.18132198203667277,-0.1541953589948279,-0.1665450331178355,-0.31424032675660946,3.7877348961360293,0.25763380369435984,-0.09994721456819239,0.007774482259076446,0.02981667445425469,0.0018485493697028026,0.0061289617264743915,0.011384718638403159,0.014512662600372515,-0.006042064002017026,-0.011084883636173258,-0.008403181112720102,-0.01033141145202722,-0.014973958153576931,-0.026278785027661976,-0.19041499556797847,-0.25680917156562283,-0.08942465250016576,-0.015650909266395324,0.21898998904592387,0.04695677161258978,-0.05449084130781272,-0.2855571782456892,0.06935802805957053,0.4659984148384173,0.04623024144762939,-0.848087850713391,0.6962957923608746,0.48327611520531594
0,8,0.01058768380033636,0.03648403131108601,0.00027298492140942504,-0.02994305317383219,-0.0016468938981436425,0.0034865132538896663,-0.00035049741309391423,-0.004874794143265912,-0.0068745016495273615,0.015136254724669342,0.0055954744438755704,0.020509803582245283,0.014920965947793588,-0.0008987549681483816,-0.0002515222899699963,-0.0015752857997628383,0.02023223652332628,0.018291407761689412,0.008876521525102066,0.0018443846770726938,0.0023868156975586892,0.0037761092809432103,-0.0011110703259453155,-0.004925126232477724,-0.005590306111065567,0.0003513966238253356,0.001457225825009233,0.0015821336076255268,-0.030257190158281665,-0.0023690593082397434,0.003041740015224956,0.01429232537437039,0.2598563630267074,-0.091883649581753,-0.3166212753927382,0.09588253005401116,0.006632712054560453,-0.005325007937920203,-0.005564233629329022,-0.08953396047250531,0.26176562169830125,0.36445005262149044,-0.0349744394541636,-0.07342303564722968,-0.04873055456072931,-0.005547872388964468,-0.010191474732120207,-0.0050471205152048506,0.004869260106435046,0.006590766217875424,0.007986257727415654,0.0011499030112795926,0.005474734018564431,0.0015488080375183773,0.16331840179612456,0.16271401931282672,0.29702213693729074,0.25857513413491906,0.4210691011742366,0.2625471493762145,-0.14942369722727178,-0.06724402636411722,-0.27643471728675045,4.380314062252818,0.3425352167255981,-0.11522924751607763,0.009642259668408324,0.042741980344795136,0.048514645643985194,0.007799712204342745,0.002182799032293447,0.013670885072325435,-0.0030495436827035266,-0.012646319024220913,-0.013730312761131031,-0.016006219920991428,-0.02071362739069925,-0.03277040649264276,-0.17558247545184505,-0.15873927979211405,-0.07703358059214566,0.04230518074489504,0.05965934689079854,-0.1313577503190535,-0.04855949825668044,-0.17799130016347287,-0.12948939847682078,0.007411247167426106,0.9129169356310367,0.2448867433075376,0.7229018958871468,0.49229746675488095
0,9,-0.004298717598347945,0.031653716448571546,-0.000568873675635955,-0.014540576418827392,-0.0007668872260534261,0.006880362496514417,0.00029660810194646355,0.009830561489601559,0.018410526160577197,-0.02692612167880135,0.00797552613982505,0.022871865593483236,-0.018232630803884844,0.000244151816009946,-0.0006778414971457677,-0.0007727559438459812,0.0035759652605147642,0.010230957336076736,0.04225843536860085,0.00039607112648856903,0.0006861502898034196,0.004945803798219485,-0.006794548441915609,-0.010874612556005234,-0.008845492759995594,-0.0008586113022336179,-0.0005195000427574714,0.0018879113159880028,-0.059169681119970244,0.004892194851939413,-0.002550767756591718,0.006595070048060319,0.12504592169939208,0.036968073942020854,-0.27221535340220293,0.05122983496990237,0.007029663581135875,-0.002592569095974516,-0.0030041255866065696,-0.14935680067982565,0.33407546378084546,0.40372719550596986,-0.004139664826408488,-0.03708165194713018,-0.015937740607710485,-0.005992759363034576,-0.006688230983638436,-0.006242987439378843,0.001841874524531274,0.005933494662444162,0.010475335568916371,-0.00025497090020717506,0.005365954921585657,0.005562269009830858,0.23274997327664054,0.2215477897841968,0.17062695377033876,0.21284874607367954,0.22239511434964182,0.22875963342830619,-0.14248098730426814,-0.07057054915147061,-0.15424992349891486,4.132810194249109,0.21175743675926512,-0.11628189245373911,0.05843169816503211,0.09351939778871009,0.07606939114372112,-0.0020996546483544537,0.005829295368713027,0.0066455397959180075,0.00738387795481745,0.004467591916464089,-0.016235643195599676,-0.003406129003672172,-0.005900749251018541,-0.042532880174676324,-0.0307525547190196,-0.08798409726731063,-0.3634137222647343,-0.08454077657458568,-0.15832668158459434,0.23155902531869677,-0.06858785982519149,-0.19669326935474876,0.15679681865461903,-0.10476057724980192,-0.6630235872393428,-0.13747790802316254,0.6899006026277982,0.5032070830315563
