,Bootstrap_nr,Path,Salary,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
0,0,Mediation,-0.00857018421947074,-0.001650938689463986,0.014670803839831721,-0.00022064280304095012,0.0022963619965484703,0.024784838415026263,0.03326650942073273,112.0,134.0,19.094282541008027,1.0,2676.0887691234684,1.0365469996907413,0.9928648545738405,0.9914633081508449,0.9928648545738405,1.0437258746299938,0.0,47.72722453512846,118.32664267775175,0.13638773243577162
1,0,Moderation,-4.2185863226800604e-05,2.2109358084429087e-05,-0.0006567025917906555,3.27852760830758e-05,-0.00016751684827096436,-0.0012662405675815825,0.0026057569593791225,112.0,134.0,19.094282541008027,1.0,2676.0887691234684,1.0365469996907413,0.9928648545738405,0.9914633081508449,0.9928648545738405,1.0437258746299938,0.0,47.72722453512846,118.32664267775175,0.13638773243577162
2,0,Direct Path,0.03818786955785856,-0.0022072925100420577,0.12727871499631493,0.00199545127269502,-0.00016097134243344443,0.5324714734551471,0.21315772281060158,112.0,134.0,19.094282541008027,1.0,2676.0887691234684,1.0365469996907413,0.9928648545738405,0.9914633081508449,0.9928648545738405,1.0437258746299938,0.0,47.72722453512846,118.32664267775175,0.13638773243577162
3,1,Mediation,-0.00274478943107457,-0.0010562851098946144,-0.004757499980603769,-0.000671059282554578,0.0006778675673689282,0.049135781627135444,0.016409282255147657,112.0,134.0,470.65555148083405,0.0,2723.963764649926,0.8615210157083754,0.8272166621345196,0.793277077910943,0.8272166621345195,0.834319786651092,0.15178273258560496,41.276349264559514,111.8757674071828,3.361825367720243
4,1,Moderation,0.0005483006921837899,-3.965541655156257e-05,0.0009103381799962715,-1.1443659128184833e-05,-0.00016406189538207617,-0.0025614511702559154,0.00313460412807716,112.0,134.0,470.65555148083405,0.0,2723.963764649926,0.8615210157083754,0.8272166621345196,0.793277077910943,0.8272166621345195,0.834319786651092,0.15178273258560496,41.276349264559514,111.8757674071828,3.361825367720243
5,1,Direct Path,0.008256575605009829,-0.0018985608316680412,0.1190804939205986,0.002286381151118461,0.0029601119124172885,0.7343031552914567,0.1308780366469969,112.0,134.0,470.65555148083405,0.0,2723.963764649926,0.8615210157083754,0.8272166621345196,0.793277077910943,0.8272166621345195,0.834319786651092,0.15178273258560496,41.276349264559514,111.8757674071828,3.361825367720243
6,2,Mediation,-0.01867428831345582,-0.00299709042244303,-0.007332267342956724,5.3373098479705285e-05,0.006445411547874426,0.12747528380814252,0.06893369107914835,112.0,134.0,602.6666744648176,0.0,2829.838638735398,0.8179910817306979,0.7870314348615517,0.7451983238522136,0.7870314348615516,0.7822393299277993,0.17753209154781951,39.390476079074034,109.98989422169733,4.304761960462983
7,2,Moderation,0.0010470084059525096,-4.607458416081409e-05,-0.002206457537283579,5.489003253425596e-05,-0.0005975056628825456,-0.005982597608253055,0.01115034449682263,112.0,134.0,602.6666744648176,0.0,2829.838638735398,0.8179910817306979,0.7870314348615517,0.7451983238522136,0.7870314348615516,0.7822393299277993,0.17753209154781951,39.390476079074034,109.98989422169733,4.304761960462983
8,2,Direct Path,0.026096451930766353,0.004174796313416654,0.046588600006238746,-0.0011655042973179772,-0.008886715059921132,0.5085278122902255,0.18706325546511374,112.0,134.0,602.6666744648176,0.0,2829.838638735398,0.8179910817306979,0.7870314348615517,0.7451983238522136,0.7870314348615516,0.7822393299277993,0.17753209154781951,39.390476079074034,109.98989422169733,4.304761960462983
9,3,Mediation,-0.0053629624231767165,-0.0020269338207409737,0.0023831527895362362,0.0018776227213157862,0.003948167398393938,0.0035508904595180986,0.10729708061254997,112.0,134.0,290.6212599463523,0.0,2878.5216787386694,0.9349171619484371,0.899038015904852,0.8792061976004479,0.8990380159048519,0.9221330330454516,0.10711496809108512,43.84826771505211,114.4476858576754,2.075866142473945
10,3,Moderation,0.0009351569088382078,5.889771341797378e-05,0.0023630725624946797,-0.00017282132600567634,-0.0003507307213335875,-0.003215574961751286,0.0015721209889556509,112.0,134.0,290.6212599463523,0.0,2878.5216787386694,0.9349171619484371,0.899038015904852,0.8792061976004479,0.8990380159048519,0.9221330330454516,0.10711496809108512,43.84826771505211,114.4476858576754,2.075866142473945
11,3,Direct Path,0.010696934751027941,0.0025104272665785856,0.09819296805681979,0.002023684238239829,-0.0018339896814655323,0.6088692153220663,0.15157940201838294,112.0,134.0,290.6212599463523,0.0,2878.5216787386694,0.9349171619484371,0.899038015904852,0.8792061976004479,0.8990380159048519,0.9221330330454516,0.10711496809108512,43.84826771505211,114.4476858576754,2.075866142473945
12,4,Mediation,-0.009122815533881957,-0.0013604678325006127,-0.02068890076864764,-0.0010636741706003196,0.0017392048674315758,0.02730789307046889,0.047026676139263764,112.0,134.0,199.24100994921525,7.565308511869873e-07,2673.7797820166,0.9656501675590372,0.9254833882396458,0.9108461966438619,0.9254833882396458,0.9589028790438481,0.07485898440104545,45.153699857868354,115.75311800049164,1.4231500710658231
13,4,Moderation,-0.0003159013826472331,-4.419829491055171e-05,0.001454669272319264,-2.1505007195185055e-05,-0.000286624297402768,0.0019186589223172488,0.003086819919639293,112.0,134.0,199.24100994921525,7.565308511869873e-07,2673.7797820166,0.9656501675590372,0.9254833882396458,0.9108461966438619,0.9254833882396458,0.9589028790438481,0.07485898440104545,45.153699857868354,115.75311800049164,1.4231500710658231
14,4,Direct Path,0.0363071777056388,-0.0013150362322346414,0.03754283376030963,0.0030071273725645275,-0.006994674255793343,0.5176131634741945,0.29331105453220263,112.0,134.0,199.24100994921525,7.565308511869873e-07,2673.7797820166,0.9656501675590372,0.9254833882396458,0.9108461966438619,0.9254833882396458,0.9589028790438481,0.07485898440104545,45.153699857868354,115.75311800049164,1.4231500710658231
15,5,Mediation,-0.0047272356963125,-0.002120479732411939,-0.009324670573778131,-1.2661343601694016e-05,0.0011229647389962773,0.014504451569535125,0.06662525303573118,112.0,134.0,414.02021812634416,0.0,2800.969707153326,0.886755287352433,0.8521868276300923,0.8231520973431462,0.8521868276300923,0.8645107902252324,0.1392841175391521,42.08542545533794,112.68484359796123,2.9572872723310297
16,5,Moderation,0.0009639130961982275,-6.279792700492592e-05,0.0016009655947500172,-9.34197322950639e-05,-0.00016372536812896634,-1.5476249534559823e-05,0.0001299084044528344,112.0,134.0,414.02021812634416,0.0,2800.969707153326,0.886755287352433,0.8521868276300923,0.8231520973431462,0.8521868276300923,0.8645107902252324,0.1392841175391521,42.08542545533794,112.68484359796123,2.9572872723310297
17,5,Direct Path,0.02355723845549521,-0.0006835328829342903,0.104021727310645,0.0008025789384882756,-0.0022323504194562394,0.6337301333545263,0.13879292261292017,112.0,134.0,414.02021812634416,0.0,2800.969707153326,0.886755287352433,0.8521868276300923,0.8231520973431462,0.8521868276300923,0.8645107902252324,0.1392841175391521,42.08542545533794,112.68484359796123,2.9572872723310297
