,Age,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Burnout,Job_satisfaction,Age_centered,Salary_mod_Age,Actual_hrs_mod_Age,Effort_mod_Age,Policy_influence_mod_Age,Teaching_percent_mod_Age,Research_percent_mod_Age,Academic_Resources_mod_Age,Perceived_Autonomy_mod_Age,Age_centered_mod_Age
12,39.0,6.0,24.807692307692307,40.0,100.0,3.0,75.0,15.0,3.0,3.5,2.5,3.6,-1.4539325842696655,967.5,1560.0,3900.0,117.0,2925.0,585.0,117.0,136.5,-56.703370786516956
13,34.0,3.0,17.307692307692307,40.0,100.0,1.0,0.0,77.77777777777779,3.6666666666666665,2.3333333333333335,5.0,2.4,-6.4539325842696655,588.4615384615385,1360.0,3400.0,34.0,0.0,2644.444444444445,124.66666666666666,79.33333333333334,-219.43370786516863
14,32.0,3.0,27.115384615384613,40.0,100.0,1.0,30.726003806761533,51.210006344602554,4.302898550724637,4.166666666666667,2.75,4.2,-8.453932584269666,867.6923076923076,1280.0,3200.0,32.0,983.232121816369,1638.7202030272817,137.6927536231884,133.33333333333334,-270.5258426966293
15,55.0,6.0,23.076923076923077,70.0,175.0,3.0,50.0,28.57142857142857,2.8333333333333335,2.6666666666666665,3.75,2.4,14.546067415730334,1269.2307692307693,3850.0,9625.0,165.0,2750.0,1571.4285714285713,155.83333333333334,146.66666666666666,800.0337078651684
16,39.0,2.0,20.76923076923077,30.0,100.0,1.0,33.33333333333333,50.0,4.666666666666667,4.5,2.25,4.0,-1.4539325842696655,810.0,1170.0,3900.0,39.0,1299.9999999999998,1950.0,182.0,175.5,-56.703370786516956
17,28.0,2.0,21.346153846153847,43.0,107.5,1.0,25.0,50.0,3.3333333333333335,3.8333333333333335,3.0,3.0,-12.453932584269666,597.6923076923077,1204.0,3010.0,28.0,700.0,1400.0,93.33333333333334,107.33333333333334,-348.71011235955064
18,25.0,2.0,16.146153846153844,45.0,150.0,1.0,0.0,77.77777777777779,4.666666666666667,4.0,2.0,4.6,-15.453932584269666,403.6538461538461,1125.0,3750.0,25.0,0.0,1944.4444444444446,116.66666666666667,100.0,-386.3483146067416
19,27.0,2.0,18.46153846153846,30.0,100.0,1.0,0.0,100.0,4.333333333333333,4.333333333333333,4.0,3.8,-13.453932584269666,498.4615384615384,810.0,2700.0,27.0,0.0,2700.0,116.99999999999999,116.99999999999999,-363.256179775281
20,27.0,2.0,21.923076923076923,45.0,112.5,2.0,11.11111111111111,55.55555555555556,3.0,2.5,4.0,2.2,-13.453932584269666,591.9230769230769,1215.0,3037.5,54.0,300.0,1500.0,81.0,67.5,-363.256179775281
21,36.0,3.0,28.846153846153847,40.0,100.0,1.0,55.55555555555556,22.22222222222222,4.5,3.3333333333333335,3.75,4.0,-4.4539325842696655,1038.4615384615386,1440.0,3600.0,36.0,2000.0,800.0,162.0,120.0,-160.34157303370796
22,38.0,2.0,21.53846153846154,40.0,133.33333333333331,1.0,0.0,75.0,4.666666666666667,1.5,4.0,3.2,-2.4539325842696655,818.4615384615386,1520.0,5066.666666666666,38.0,0.0,2850.0,177.33333333333334,57.0,-93.24943820224729
23,42.0,5.0,23.076923076923077,40.0,100.0,2.0,37.5,12.5,2.8333333333333335,2.1666666666666665,3.5,2.6,1.5460674157303345,969.2307692307692,1680.0,4200.0,84.0,1575.0,525.0,119.0,91.0,64.93483146067405
24,29.0,2.0,20.76923076923077,30.0,100.0,1.0,0.0,96.66666666666667,3.6666666666666665,3.1666666666666665,3.25,3.2,-11.453932584269666,602.3076923076924,870.0,2900.0,29.0,0.0,2803.3333333333335,106.33333333333333,91.83333333333333,-332.1640449438203
25,34.0,3.0,17.307692307692307,65.0,162.5,1.0,0.0,92.3076923076923,3.5,2.1666666666666665,4.0,1.8,-6.4539325842696655,588.4615384615385,2210.0,5525.0,34.0,0.0,3138.4615384615386,119.0,73.66666666666666,-219.43370786516863
26,30.0,2.0,20.556153846153848,45.0,150.0,2.0,32.432432432432435,27.027027027027028,4.166666666666667,3.1666666666666665,3.75,3.0,-10.453932584269666,616.6846153846154,1350.0,4500.0,60.0,972.972972972973,810.8108108108108,125.00000000000001,95.0,-313.61797752808997
27,39.0,4.0,20.192307692307693,50.0,125.0,2.0,20.0,60.0,3.8333333333333335,3.8333333333333335,3.25,3.2,-1.4539325842696655,787.5,1950.0,4875.0,78.0,780.0,2340.0,149.5,149.5,-56.703370786516956
28,58.0,6.0,53.65384615384615,49.0,122.5,3.0,33.68421052631579,8.421052631578947,2.0,1.1666666666666667,4.5,2.4,17.546067415730334,3111.9230769230767,2842.0,7105.0,174.0,1953.6842105263156,488.4210526315789,116.0,67.66666666666667,1017.6719101123595
29,30.0,3.0,28.846153846153847,40.0,100.0,1.0,0.0,87.5,4.666666666666667,3.6666666666666665,2.5,4.2,-10.453932584269666,865.3846153846154,1200.0,3000.0,30.0,0.0,2625.0,140.0,110.0,-313.61797752808997
30,28.0,2.0,22.115384615384617,45.0,150.0,1.0,0.0,95.23809523809523,4.166666666666667,3.0,3.75,3.2,-12.453932584269666,619.2307692307693,1260.0,4200.0,28.0,0.0,2666.6666666666665,116.66666666666667,84.0,-348.71011235955064
31,30.0,2.0,29.886153846153842,45.0,150.0,1.0,6.666666666666667,62.22222222222222,5.0,4.833333333333333,2.25,3.6,-10.453932584269666,896.5846153846153,1350.0,4500.0,30.0,200.0,1866.6666666666667,150.0,145.0,-313.61797752808997
32,28.0,2.0,19.23076923076923,35.0,116.66666666666669,1.0,17.327692578882427,47.2413185263529,3.3024691358024696,3.8333333333333335,3.5,4.2,-12.453932584269666,538.4615384615385,980.0,3266.666666666667,28.0,485.175392208708,1322.7569187378813,92.46913580246915,107.33333333333334,-348.71011235955064
33,51.0,6.0,16.826923076923077,48.0,100.0,1.0,31.25,31.25,1.3333333333333333,3.3333333333333335,2.75,3.2,10.546067415730334,858.1730769230769,2448.0,5100.0,51.0,1593.75,1593.75,68.0,170.0,537.849438202247
34,30.0,3.0,25.107692307692307,50.0,125.0,4.0,32.0,32.0,4.0,4.166666666666667,4.75,3.6,-10.453932584269666,753.2307692307692,1500.0,3750.0,120.0,960.0,960.0,120.0,125.00000000000001,-313.61797752808997
35,27.0,2.0,15.76923076923077,30.0,100.0,1.0,0.0,16.666666666666664,3.8333333333333335,4.166666666666667,2.5,4.0,-13.453932584269666,425.7692307692308,810.0,2700.0,27.0,0.0,449.99999999999994,103.5,112.50000000000001,-363.256179775281
36,31.0,3.0,15.576923076923077,40.0,100.0,1.0,6.666666666666667,80.0,4.833333333333333,3.3333333333333335,5.0,2.4,-9.453932584269666,482.88461538461536,1240.0,3100.0,31.0,206.66666666666669,2480.0,149.83333333333331,103.33333333333334,-293.07191011235966
37,32.0,2.0,21.246153846153845,37.0,123.33333333333334,1.0,21.951219512195124,60.97560975609756,2.8333333333333335,2.6666666666666665,3.5,2.2,-8.453932584269666,679.876923076923,1184.0,3946.666666666667,32.0,702.439024390244,1951.219512195122,90.66666666666667,85.33333333333333,-270.5258426966293
38,28.0,2.0,26.153846153846153,38.0,126.66666666666666,2.0,36.84210526315789,36.84210526315789,4.333333333333333,4.166666666666667,3.0,3.0,-12.453932584269666,732.3076923076923,1064.0,3546.6666666666665,56.0,1031.5789473684208,1031.5789473684208,121.33333333333333,116.66666666666667,-348.71011235955064
39,34.0,3.0,25.10192307692308,50.0,125.0,1.0,0.0,50.0,3.3333333333333335,3.1666666666666665,4.25,2.2,-6.4539325842696655,853.4653846153847,1700.0,4250.0,34.0,0.0,1700.0,113.33333333333334,107.66666666666666,-219.43370786516863
40,47.0,4.0,38.46153846153846,55.0,152.77777777777777,5.0,0.0,72.72727272727273,2.5,2.0,4.5,3.8,6.5460674157303345,1807.6923076923076,2585.0,7180.555555555556,235.0,0.0,3418.1818181818185,117.5,94.0,307.6651685393257
41,35.0,4.0,23.076923076923077,20.0,100.0,2.0,75.0,20.0,3.0873015873015874,3.3333333333333335,2.0,3.2,-5.4539325842696655,807.6923076923077,700.0,3500.0,70.0,2625.0,700.0,108.05555555555556,116.66666666666667,-190.8876404494383
42,50.0,4.0,35.76923076923077,20.0,100.0,3.0,29.064486830154408,14.532243415077204,2.6666666666666665,3.8333333333333335,3.0,3.0,9.546067415730334,1788.4615384615383,1000.0,5000.0,150.0,1453.2243415077205,726.6121707538603,133.33333333333331,191.66666666666669,477.3033707865167
43,51.0,4.0,20.769230769230766,20.0,100.0,2.0,56.25,31.25,2.1666666666666665,2.1666666666666665,4.0,2.4,10.546067415730334,1059.230769230769,1020.0,5100.0,102.0,2868.75,1593.75,110.49999999999999,110.49999999999999,537.849438202247
44,37.0,4.0,32.11730769230769,45.0,112.5,3.0,11.11111111111111,66.66666666666666,2.6666666666666665,3.5,3.75,3.2,-3.4539325842696655,1188.3403846153847,1665.0,4162.5,111.0,411.1111111111111,2466.6666666666665,98.66666666666666,129.5,-127.79550561797762
45,43.0,4.0,31.153846153846153,40.0,100.0,4.0,12.5,12.5,3.8333333333333335,1.8333333333333333,4.0,3.4,2.5460674157303345,1339.6153846153845,1720.0,4300.0,172.0,537.5,537.5,164.83333333333334,78.83333333333333,109.48089887640438
46,40.0,4.0,28.846153846153847,40.0,100.0,2.0,27.500000000000004,20.0,3.0,2.0,4.0,3.4,-0.45393258426966554,1153.8461538461538,1600.0,4000.0,80.0,1100.0000000000002,800.0,120.0,80.0,-18.15730337078662
47,44.0,4.0,28.846153846153847,62.0,155.0,2.0,9.67741935483871,35.483870967741936,3.3333333333333335,2.3333333333333335,4.0,2.6,3.5460674157303345,1269.2307692307693,2728.0,6820.0,88.0,425.80645161290323,1561.2903225806451,146.66666666666669,102.66666666666667,156.02696629213472
48,41.0,4.0,32.30769230769231,60.0,150.0,1.0,13.333333333333334,75.0,4.333333333333333,3.5,3.25,3.6,0.5460674157303345,1324.6153846153845,2460.0,6150.0,41.0,546.6666666666667,3075.0,177.66666666666666,143.5,22.388764044943713
49,44.0,4.0,28.846153846153847,50.0,125.0,1.0,26.07561929595828,34.76749239461104,3.0,4.666666666666667,3.75,4.4,3.5460674157303345,1269.2307692307693,2200.0,5500.0,44.0,1147.3272490221643,1529.7696653628857,132.0,205.33333333333334,156.02696629213472
50,54.0,4.0,28.744038461538462,75.0,187.5,1.0,27.27272727272727,36.36363636363637,2.6666666666666665,2.1666666666666665,4.0,2.6,13.546067415730334,1552.178076923077,4050.0,10125.0,54.0,1472.7272727272725,1963.6363636363637,144.0,116.99999999999999,731.487640449438
51,49.0,4.0,28.846153846153847,40.0,100.0,2.0,50.0,25.0,3.5,3.3333333333333335,3.75,4.4,8.546067415730334,1413.4615384615386,1960.0,4900.0,98.0,2450.0,1225.0,171.5,163.33333333333334,418.7573033707864
52,33.0,4.0,34.61538461538461,60.0,150.0,2.0,16.666666666666664,50.0,2.1666666666666665,3.0,4.25,2.4,-7.4539325842696655,1142.3076923076922,1980.0,4950.0,66.0,549.9999999999999,1650.0,71.5,99.0,-245.97977528089896
53,59.0,4.0,58.10769230769231,50.0,125.0,4.0,20.0,10.0,4.333333333333333,2.8333333333333335,3.75,4.2,18.546067415730334,3428.3538461538465,2950.0,7375.0,236.0,1180.0,590.0,255.66666666666666,167.16666666666669,1094.2179775280897
54,63.0,4.0,30.288461538461537,47.5,118.75,2.0,73.68421052631578,21.052631578947366,2.5,1.8333333333333333,3.0,1.8,22.546067415730334,1908.173076923077,2992.5,7481.25,126.0,4642.105263157894,1326.3157894736842,157.5,115.5,1420.4022471910112
55,58.0,4.0,45.0,40.0,100.0,2.0,37.5,12.5,5.0,5.0,2.25,4.8,17.546067415730334,2610.0,2320.0,5800.0,116.0,2175.0,725.0,290.0,290.0,1017.6719101123595
56,46.0,4.0,34.61538461538461,55.0,137.5,4.0,27.27272727272727,36.36363636363637,4.166666666666667,4.0,3.0,4.8,5.5460674157303345,1592.3076923076922,2530.0,6325.0,184.0,1254.5454545454545,1672.727272727273,191.66666666666669,184.0,255.11910112359539
57,36.0,4.0,37.5,40.0,100.0,2.0,25.0,37.5,4.666666666666667,2.6666666666666665,3.0,4.0,-4.4539325842696655,1350.0,1440.0,3600.0,72.0,900.0,1350.0,168.0,96.0,-160.34157303370796
58,35.0,4.0,38.46346153846154,45.0,112.5,4.0,11.11111111111111,22.22222222222222,3.5,3.1666666666666665,3.75,4.8,-5.4539325842696655,1346.2211538461538,1575.0,3937.5,140.0,388.88888888888886,777.7777777777777,122.5,110.83333333333333,-190.8876404494383
59,46.0,4.0,28.846153846153847,50.0,125.0,2.0,10.81081081081081,27.027027027027028,3.6666666666666665,4.5,3.5,4.6,5.5460674157303345,1326.923076923077,2300.0,5750.0,92.0,497.2972972972973,1243.2432432432433,168.66666666666666,207.0,255.11910112359539
60,40.0,4.0,34.61538461538461,50.0,125.0,2.0,20.0,40.0,3.6666666666666665,3.6666666666666665,2.25,3.6,-0.45393258426966554,1384.6153846153845,2000.0,5000.0,80.0,800.0,1600.0,146.66666666666666,146.66666666666666,-18.15730337078662
61,56.0,5.0,34.61538461538461,50.0,125.0,5.0,30.0,20.0,4.333333333333333,4.333333333333333,3.5,4.4,15.546067415730334,1938.4615384615383,2800.0,7000.0,280.0,1680.0,1120.0,242.66666666666666,242.66666666666666,870.5797752808987
62,47.0,5.0,21.923076923076923,40.0,100.0,3.0,37.5,37.5,3.3333333333333335,3.3333333333333335,3.0,3.6,6.5460674157303345,1030.3846153846155,1880.0,4700.0,141.0,1762.5,1762.5,156.66666666666669,156.66666666666669,307.6651685393257
63,46.0,5.0,31.730769230769234,40.0,100.0,2.0,37.5,20.0,3.6666666666666665,3.5,4.0,4.4,5.5460674157303345,1459.6153846153848,1840.0,4600.0,92.0,1725.0,920.0,168.66666666666666,161.0,255.11910112359539
64,44.0,5.0,38.36538461538461,55.0,137.5,3.0,27.27272727272727,27.27272727272727,4.333333333333333,4.166666666666667,3.0,3.4,3.5460674157303345,1688.0769230769229,2420.0,6050.0,132.0,1199.9999999999998,1199.9999999999998,190.66666666666666,183.33333333333334,156.02696629213472
65,54.0,5.0,37.5,50.0,125.0,2.0,32.0,16.0,3.5,2.1666666666666665,3.75,2.6,13.546067415730334,2025.0,2700.0,6750.0,108.0,1728.0,864.0,189.0,116.99999999999999,731.487640449438
66,53.0,5.0,40.38461538461539,40.0,100.0,2.0,37.5,25.0,3.5,3.3333333333333335,3.75,4.0,12.546067415730334,2140.3846153846157,2120.0,5300.0,106.0,1987.5,1325.0,185.5,176.66666666666669,664.9415730337078
67,48.0,5.0,37.5,55.0,137.5,4.0,27.27272727272727,18.181818181818183,3.1666666666666665,2.5,3.75,4.2,7.5460674157303345,1800.0,2640.0,6600.0,192.0,1309.090909090909,872.7272727272727,152.0,120.0,362.21123595505605
68,49.0,5.0,37.5,40.0,100.0,4.0,11.11111111111111,27.77777777777778,3.6666666666666665,3.8333333333333335,3.0,4.0,8.546067415730334,1837.5,1960.0,4900.0,196.0,544.4444444444445,1361.111111111111,179.66666666666666,187.83333333333334,418.7573033707864
69,44.0,5.0,34.61538461538461,40.0,100.0,2.0,25.0,50.0,3.3333333333333335,4.333333333333333,3.0,3.2,3.5460674157303345,1523.0769230769229,1760.0,4400.0,88.0,1100.0,2200.0,146.66666666666669,190.66666666666666,156.02696629213472
70,47.0,5.0,20.76923076923077,40.0,133.33333333333331,2.0,33.33333333333333,13.333333333333334,3.3333333333333335,1.8333333333333333,4.0,2.8,6.5460674157303345,976.1538461538462,1880.0,6266.666666666666,94.0,1566.6666666666665,626.6666666666667,156.66666666666669,86.16666666666666,307.6651685393257
71,45.0,5.0,51.92307692307693,65.0,162.5,2.0,24.0,40.0,2.6666666666666665,1.6666666666666667,3.25,2.6,4.5460674157303345,2336.538461538462,2925.0,7312.5,90.0,1080.0,1800.0,120.0,75.0,204.57303370786505
72,38.0,5.0,33.46153846153847,40.0,100.0,4.0,50.0,37.5,2.8333333333333335,3.3333333333333335,3.0,3.0,-2.4539325842696655,1271.5384615384617,1520.0,3800.0,152.0,1900.0,1425.0,107.66666666666667,126.66666666666667,-93.24943820224729
73,52.0,5.0,34.61538461538461,50.0,125.0,4.0,30.0,15.0,3.1666666666666665,3.3333333333333335,3.25,2.8,11.546067415730334,1800.0,2600.0,6500.0,208.0,1560.0,780.0,164.66666666666666,173.33333333333334,600.3955056179774
74,51.0,5.0,37.5,45.0,112.5,3.0,37.5,37.5,3.3333333333333335,2.3333333333333335,4.0,4.2,10.546067415730334,1912.5,2295.0,5737.5,153.0,1912.5,1912.5,170.0,119.00000000000001,537.849438202247
75,43.0,5.0,31.153846153846153,60.0,150.0,3.0,26.666666666666668,33.33333333333333,3.6666666666666665,3.1666666666666665,2.75,3.6,2.5460674157303345,1339.6153846153845,2580.0,6450.0,129.0,1146.6666666666667,1433.333333333333,157.66666666666666,136.16666666666666,109.48089887640438
76,68.0,5.0,23.076923076923077,40.0,100.0,3.0,20.0,25.0,4.333333333333333,3.6666666666666665,3.0,4.6,27.546067415730334,1569.2307692307693,2720.0,6800.0,204.0,1360.0,1700.0,294.66666666666663,249.33333333333331,1873.1325842696629
77,38.0,5.0,28.846153846153847,40.0,100.0,2.0,50.0,20.0,2.5,2.3333333333333335,4.0,2.8,-2.4539325842696655,1096.1538461538462,1520.0,3800.0,76.0,1900.0,760.0,95.0,88.66666666666667,-93.24943820224729
78,43.0,5.0,31.993269230769233,60.0,150.0,3.0,26.666666666666668,16.666666666666664,2.8333333333333335,2.5,4.0,2.6,2.5460674157303345,1375.710576923077,2580.0,6450.0,129.0,1146.6666666666667,716.6666666666665,121.83333333333334,107.5,109.48089887640438
79,52.0,5.0,18.46153846153846,50.0,125.0,3.0,30.0,20.0,3.6666666666666665,3.5,3.75,4.257142857142857,11.546067415730334,959.9999999999999,2600.0,6500.0,156.0,1560.0,1040.0,190.66666666666666,182.0,600.3955056179774
80,49.0,5.0,25.961538461538463,55.0,137.5,4.0,27.27272727272727,9.090909090909092,3.1666666666666665,4.0,4.0,3.2,8.546067415730334,1272.1153846153848,2695.0,6737.5,196.0,1336.3636363636363,445.4545454545455,155.16666666666666,196.0,418.7573033707864
81,45.0,5.0,26.538461538461537,60.0,150.0,1.0,50.0,8.333333333333332,2.6666666666666665,1.1666666666666667,5.0,1.8,4.5460674157303345,1194.230769230769,2700.0,6750.0,45.0,2250.0,374.99999999999994,120.0,52.5,204.57303370786505
82,45.0,5.0,40.879120879120876,35.0,100.0,2.0,34.285714285714285,37.142857142857146,3.0,3.1666666666666665,4.0,4.0,4.5460674157303345,1839.5604395604394,1575.0,4500.0,90.0,1542.857142857143,1671.4285714285716,135.0,142.5,204.57303370786505
83,54.0,5.0,28.846153846153847,40.0,100.0,3.0,21.688613477924086,32.53292021688613,3.6666666666666665,3.6666666666666665,3.5,4.2,13.546067415730334,1557.6923076923076,2160.0,5400.0,162.0,1171.1851278079007,1756.7776917118513,198.0,198.0,731.487640449438
84,53.0,5.0,46.15384615384615,40.0,100.0,2.0,37.5,37.5,2.6666666666666665,4.666666666666667,3.0,4.2,12.546067415730334,2446.153846153846,2120.0,5300.0,106.0,1987.5,1987.5,141.33333333333331,247.33333333333334,664.9415730337078
85,39.0,5.0,33.17307692307692,50.0,125.0,3.0,30.0,30.0,4.166666666666667,4.166666666666667,3.75,4.2,-1.4539325842696655,1293.7499999999998,1950.0,4875.0,117.0,1170.0,1170.0,162.5,162.5,-56.703370786516956
86,43.0,5.0,44.05594405594405,60.0,109.09090909090908,1.0,1.785714285714286,8.928571428571429,3.0,3.3333333333333335,3.25,3.0,2.5460674157303345,1894.4055944055942,2580.0,4690.90909090909,43.0,76.7857142857143,383.92857142857144,129.0,143.33333333333334,109.48089887640438
87,46.0,5.0,41.09134615384615,32.0,100.0,2.0,30.0,40.0,4.166666666666667,3.5,3.5,4.6,5.5460674157303345,1890.201923076923,1472.0,4600.0,92.0,1380.0,1840.0,191.66666666666669,161.0,255.11910112359539
88,57.0,5.0,38.38269230769231,40.0,100.0,2.0,37.5,12.5,3.1666666666666665,3.8333333333333335,3.25,3.6,16.546067415730334,2187.8134615384615,2280.0,5700.0,114.0,2137.5,712.5,180.5,218.5,943.1258426966291
89,60.0,6.0,43.26923076923077,50.0,125.0,4.0,54.966627404789946,21.47624656458579,2.6666666666666665,4.166666666666667,4.0,4.8,19.546067415730334,2596.153846153846,3000.0,7500.0,240.0,3297.9976442873967,1288.5747938751474,160.0,250.00000000000003,1172.76404494382
90,58.0,6.0,57.69230769230769,50.0,125.0,2.0,30.0,40.0,2.6666666666666665,3.0,4.0,3.0,17.546067415730334,3346.153846153846,2900.0,7250.0,116.0,1740.0,2320.0,154.66666666666666,174.0,1017.6719101123595
91,56.0,6.0,20.192307692307693,50.0,125.0,4.0,74.65618860510806,5.599214145383104,3.6346491228070175,4.458333333333333,2.0,4.6,15.546067415730334,1130.769230769231,2800.0,7000.0,224.0,4180.7465618860515,313.5559921414538,203.54035087719296,249.66666666666666,870.5797752808987
92,53.0,6.0,43.84615384615385,40.0,100.0,1.0,62.5,12.5,2.1666666666666665,3.3333333333333335,3.5,2.0,12.546067415730334,2323.846153846154,2120.0,5300.0,53.0,3312.5,662.5,114.83333333333333,176.66666666666669,664.9415730337078
93,61.0,6.0,41.53846153846153,40.0,100.0,3.0,36.84210526315789,10.526315789473683,4.368421052631579,4.166666666666667,2.25,4.4,20.546067415730334,2533.8461538461534,2440.0,6100.0,183.0,2247.368421052631,642.1052631578947,266.4736842105263,254.16666666666669,1253.3101123595504
94,65.0,6.0,31.730769230769234,60.0,150.0,2.0,7.894736842105263,26.31578947368421,2.0,1.3333333333333333,4.0,1.0,24.546067415730334,2062.5,3900.0,9750.0,130.0,513.1578947368421,1710.5263157894735,130.0,86.66666666666666,1595.4943820224717
95,62.0,6.0,40.38461538461539,45.0,112.5,2.0,25.53191489361702,31.914893617021278,3.6666666666666665,3.1666666666666665,5.0,3.6,21.546067415730334,2503.846153846154,2790.0,6975.0,124.0,1582.9787234042553,1978.723404255319,227.33333333333331,196.33333333333331,1335.8561797752807
96,67.0,6.0,23.076923076923077,46.0,115.0,2.0,32.05128205128205,29.48717948717949,2.5,4.166666666666667,2.5,4.2,26.546067415730334,1546.1538461538462,3082.0,7705.0,134.0,2147.4358974358975,1975.6410256410259,167.5,279.1666666666667,1778.5865168539324
97,55.0,6.0,56.53846153846153,50.0,125.0,5.0,64.0,10.0,3.6666666666666665,2.8333333333333335,3.5,3.0,14.546067415730334,3109.6153846153843,2750.0,6875.0,275.0,3520.0,550.0,201.66666666666666,155.83333333333334,800.0337078651684
98,56.0,6.0,40.38461538461539,40.0,100.0,2.0,75.0,10.0,3.1666666666666665,2.0,5.0,2.2,15.546067415730334,2261.538461538462,2240.0,5600.0,112.0,4200.0,560.0,177.33333333333331,112.0,870.5797752808987
99,66.0,6.0,40.38461538461539,60.0,150.0,3.0,23.227383863080682,38.712306438467806,3.5,2.8333333333333335,2.75,4.0,25.546067415730334,2665.3846153846157,3960.0,9900.0,198.0,1533.007334963325,2555.012224938875,231.0,187.0,1686.0404494382021
100,62.0,6.0,50.19230769230769,45.0,112.5,3.0,20.0,26.666666666666668,4.166666666666667,5.0,2.25,4.8,21.546067415730334,3111.923076923077,2790.0,6975.0,186.0,1240.0,1653.3333333333335,258.33333333333337,310.0,1335.8561797752807
101,62.0,6.0,50.76923076923077,40.0,100.0,3.0,25.0,37.5,3.0,2.6666666666666665,5.0,3.4,21.546067415730334,3147.6923076923076,2480.0,6200.0,186.0,1550.0,2325.0,186.0,165.33333333333331,1335.8561797752807
102,45.0,6.0,40.38461538461539,40.0,100.0,2.0,33.33333333333333,22.22222222222222,3.5,3.1666666666666665,3.25,3.2,4.5460674157303345,1817.3076923076924,1800.0,4500.0,90.0,1499.9999999999998,1000.0,157.5,142.5,204.57303370786505
103,61.0,6.0,23.076923076923077,40.0,100.0,3.0,25.0,20.0,3.8333333333333335,3.0,3.75,4.0,20.546067415730334,1407.6923076923076,2440.0,6100.0,183.0,1525.0,1220.0,233.83333333333334,183.0,1253.3101123595504
